ENSG00000000003.13	626
ENSG00000000005.5	496894.409937888
ENSG00000000419.11	60894780.4473902
ENSG00000000457.12	31134679.6455034
ENSG00000000460.15	17362158.5386291
ENSG00000000938.11	28785.2619458837
ENSG00000000971.14	15076734.1927563
ENSG00000001036.12	96312209.094164
ENSG00000001084.9	47264.5633935957
ENSG00000001167.13	31146680.6612438
ENSG00000001460.16	4770297.26236635
ENSG00000001461.15	14834113.1433433
ENSG00000001497.15	5850778.31454643
ENSG00000001561.6	107503.762631692
ENSG00000001617.10	414421.881475342
ENSG00000001626.13	0
ENSG00000001629.8	23197755.9607293
ENSG00000001630.14	270004.909180167
ENSG00000001631.13	8736299.16183108
ENSG00000002016.15	6515513.12649165
ENSG00000002079.11	0
ENSG00000002330.12	112704918.032787
ENSG00000002549.11	55085865.2575958
ENSG00000002586.16	232003654.08039
ENSG00000002587.8	1200097.96718099
ENSG00000002726.18	601464.435146444
ENSG00000002745.11	0
ENSG00000002746.13	35803.7952022914
ENSG00000002822.14	27662.5172890733
ENSG00000002834.16	220209602.039371
ENSG00000002919.13	25457570.7154742
ENSG00000002933.6	49410750.2155792
ENSG00000003056.6	34868943.6060365
ENSG00000003096.12	0
ENSG00000003137.7	1994017.94616152
ENSG00000003147.16	54140257.6160294
ENSG00000003249.12	83489.8768524316
ENSG00000003393.13	6327041.60246533
ENSG00000003400.13	2237430.90286918
ENSG00000003402.18	10595232.8110435
ENSG00000003436.13	3969609.01485402
ENSG00000003509.14	27389.7562311695
ENSG00000003756.15	144675.925925926
ENSG00000003987.12	491918.482080112
ENSG00000003989.15	10537634.4086022
ENSG00000004059.9	267236.771779797
ENSG00000004139.12	17958.1574930412
ENSG00000004142.10	471475.719000471
ENSG00000004399.11	49558430.8892997
ENSG00000004455.15	48192771.0843373
ENSG00000004468.11	335521.517140773
ENSG00000004478.7	104768339.76834
ENSG00000004487.14	48095676.1729531
ENSG00000004534.13	68474.3905779239
ENSG00000004660.13	8270474.13793103
ENSG00000004700.14	23663313.9227104
ENSG00000004766.14	8165855.72244553
ENSG00000004776.10	36469221.8350755
ENSG00000004777.17	8288973.38403042
ENSG00000004779.8	187500
ENSG00000004799.7	66386.368665634
ENSG00000004809.12	51190.1714870745
ENSG00000004838.12	49887.7525567473
ENSG00000004846.15	0
ENSG00000004848.6	1495132.12795549
ENSG00000004864.12	0
ENSG00000004866.17	0
ENSG00000004897.10	24003516.9988277
ENSG00000004939.12	94571.5906941555
ENSG00000004948.12	123701.13805047
ENSG00000004961.13	27066381.1563169
ENSG00000004975.10	18056074.7663551
ENSG00000005001.8	15710096.3552576
ENSG00000005007.11	36523255.8139535
ENSG00000005020.11	7771739.13043478
ENSG00000005022.5	600000
ENSG00000005059.14	56085.2495793606
ENSG00000005073.5	1560468.14044213
ENSG00000005075.14	40369003.6900369
ENSG00000005100.11	11393051.7711172
ENSG00000005102.11	5799778.35241965
ENSG00000005108.14	1738493.9152713
ENSG00000005156.10	18267667.7761437
ENSG00000005175.8	37167.8126742241
ENSG00000005187.10	63922.2705190488
ENSG00000005189.18	0
ENSG00000005194.13	56996.2952408093
ENSG00000005206.15	21963534.3618513
ENSG00000005238.18	124824.465595257
ENSG00000005243.8	44084278.7682334
ENSG00000005249.11	24641037.5173692
ENSG00000005302.16	11422413.7931034
ENSG00000005339.11	21044597.8232015
ENSG00000005379.14	8807.468733486
ENSG00000005381.7	0
ENSG00000005421.7	0
ENSG00000005436.12	36596.5233302836
ENSG00000005448.15	19755244.7552448
ENSG00000005469.10	16429001.8075919
ENSG00000005471.14	947424.606351748
ENSG00000005483.18	20459222.3545976
ENSG00000005486.15	215075788.611225
ENSG00000005513.9	1105595.66787004
ENSG00000005700.13	68791.5615684476
ENSG00000005801.15	17551234.8922754
ENSG00000005810.16	6058325.49388523
ENSG00000005812.9	34905393.9565095
ENSG00000005844.16	5129789.86402967
ENSG00000005882.10	36489.6916621055
ENSG00000005884.16	51009.9979596001
ENSG00000005889.14	19309505.3668253
ENSG00000005893.14	85215345.6387984
ENSG00000005961.16	252206.809583859
ENSG00000005981.11	0
ENSG00000006007.10	203804.347826087
ENSG00000006015.16	14747774.4807122
ENSG00000006016.9	7687210.07289596
ENSG00000006025.10	6466828.97139379
ENSG00000006042.10	44746481.5885869
ENSG00000006047.11	801212.646167172
ENSG00000006059.3	0
ENSG00000006062.12	8834586.46616541
ENSG00000006071.10	14753.6146355857
ENSG00000006116.3	0
ENSG00000006118.13	39856966.029432
ENSG00000006125.15	111308817.714512
ENSG00000006128.10	52966.1016949153
ENSG00000006194.9	20503959.6832253
ENSG00000006210.6	33428.0461307037
ENSG00000006282.18	224845.418774592
ENSG00000006283.16	10299.7219075085
ENSG00000006327.12	133982683.982684
ENSG00000006377.10	0
ENSG00000006432.14	3528176.97400291
ENSG00000006451.6	61309686.2210096
ENSG00000006453.12	83368.0700291788
ENSG00000006459.9	4453870.62566278
ENSG00000006468.12	1944675.54076539
ENSG00000006530.14	14296624.4081259
ENSG00000006534.14	9538182.9157863
ENSG00000006555.9	3369116.43270025
ENSG00000006576.15	8824890.12260005
ENSG00000006606.7	566572.23796034
ENSG00000006607.12	9519184.06993686
ENSG00000006611.14	0
ENSG00000006625.16	134815278.647464
ENSG00000006634.6	4582151.42919485
ENSG00000006638.10	4905119.94271393
ENSG00000006652.12	26705.8352249967
ENSG00000006659.11	0
ENSG00000006695.9	14659520.8070618
ENSG00000006704.9	22760849.4921514
ENSG00000006712.13	120614692.653673
ENSG00000006715.14	16331239.5846686
ENSG00000006740.15	4633121.43088029
ENSG00000006744.17	36059889.676911
ENSG00000006747.13	800137.658091715
ENSG00000006756.14	49132290.1849218
ENSG00000006757.10	30717814.5887823
ENSG00000006788.11	456764.844857458
ENSG00000006831.9	68169445.3895883
ENSG00000006837.10	556100.752371606
ENSG00000007001.11	338180.588434224
ENSG00000007038.9	1830198.27147941
ENSG00000007047.13	29994.00119976
ENSG00000007062.10	1251008.87812752
ENSG00000007080.9	111927710.843373
ENSG00000007129.16	1925078.04370447
ENSG00000007168.11	40199335.5481728
ENSG00000007171.15	0
ENSG00000007174.16	35335.6890459364
ENSG00000007202.13	52690850.0270709
ENSG00000007216.13	30998.1401115933
ENSG00000007237.17	13158415.8415842
ENSG00000007255.9	107181.136120043
